Word,Hint,Direction
⢏⠄⢷⠚⠸,Braille word #5449,ACROSS
⠽⢎⡮⢽⠓,Braille word #5450,DOWN
⢊⢹⣶⠃⢋,Braille word #5451,ACROSS
⡿⢭⡹⡏⡸,Braille word #5452,DOWN
⡟⣕⢻⣓⣜,Braille word #5453,ACROSS
⣌⣌⢳⡥⡷,Braille word #5454,DOWN
⢜⣜⡶⠤⢹,Braille word #5455,ACROSS
⡢⡌⡥⡽⣶,Braille word #5456,DOWN
⣦⠝⡒⣠⠇,Braille word #5457,ACROSS
⡃⢦⢶⠡⢸,Braille word #5458,DOWN
⡴⢽⣝⡉⠊,Braille word #5459,ACROSS
⠊⡓⢑⢞⡒,Braille word #5460,DOWN
⡍⢞⢃⣘⡗,Braille word #5461,ACROSS
⠈⢇⣩⣠⠶,Braille word #5462,DOWN
⠍⡿⢨⠩⢳,Braille word #5463,ACROSS
⠓⣆⢝⠵⠃,Braille word #5464,DOWN
⣸⢔⠳⠪⠎,Braille word #5465,ACROSS
⢒⣯⡃⣰⣋,Braille word #5466,DOWN
⠮⢲⣚⣜⢆,Braille word #5467,ACROSS
⡿⠗⡶⢫⡹,Braille word #5468,DOWN
⡽⣛⡾⠸⢹,Braille word #5469,ACROSS
⠭⣃⣯⠡⢲,Braille word #5470,DOWN
⡩⣯⣀⣉⣁,Braille word #5471,ACROSS
⡩⡄⣰⡪⢅,Braille word #5472,DOWN
⠺⡦⠼⢕⣕,Braille word #5473,ACROSS
⠏⢫⢘⡞⣹,Braille word #5474,DOWN
⡷⣼⢸⢶⠙,Braille word #5475,ACROSS
⠙⣤⠁⣣⣆,Braille word #5476,DOWN
⢘⡬⡉⠧⢦,Braille word #5477,ACROSS
⡀⡘⣨⠴⣹,Braille word #5478,DOWN
⡹⣏⣩⣈⢥,Braille word #5479,ACROSS
⣌⠆⠁⡂⢶,Braille word #5480,DOWN
⢧⣳⣂⣙⢛,Braille word #5481,ACROSS
⢣⡽⣆⠵⡯,Braille word #5482,DOWN
⡋⠐⠉⠈⢾,Braille word #5483,ACROSS
⣤⠊⡚⢩⢚,Braille word #5484,DOWN
⣜⠣⢮⣵⣊,Braille word #5485,ACROSS
⡞⢌⣆⡢⣱,Braille word #5486,DOWN
⠝⡹⣑⡪⠛,Braille word #5487,ACROSS
⠶⠐⠋⢍⠿,Braille word #5488,DOWN
⢝⢈⠊⣃⢢,Braille word #5489,ACROSS
⡠⢽⢞⡰⡴,Braille word #5490,DOWN
⢓⢦⡐⡤⢏,Braille word #5491,ACROSS
⠖⣶⠃⢈⡘,Braille word #5492,DOWN
⡒⣅⢘⣷⢴,Braille word #5493,ACROSS
⣲⢅⡽⢙⠦,Braille word #5494,DOWN
⡰⣝⡇⢝⣨,Braille word #5495,ACROSS
⠥⣪⠚⠀⢚,Braille word #5496,DOWN
⠰⠚⡚⠔⣘,Braille word #5497,ACROSS
⣝⢹⣙⢉⢷,Braille word #5498,DOWN
⠛⢀⠓⡋⣟,Braille word #5499,ACROSS
⡺⣟⡚⠽⢥,Braille word #5500,DOWN
⠿⣙⠾⠞⠛,Braille word #5501,ACROSS
⢢⠂⣠⣤⡖,Braille word #5502,DOWN
⡒⡭⠀⡴⢊,Braille word #5503,ACROSS
⢙⢆⣬⠂⡒,Braille word #5504,DOWN
⠞⡧⢻⡃⠉,Braille word #5505,ACROSS
⡼⢘⠽⡒⠁,Braille word #5506,DOWN
⣰⡡⢮⡞⠣,Braille word #5507,ACROSS
⢎⣢⡺⢃⡨,Braille word #5508,DOWN
⡊⡾⣚⠜⡼,Braille word #5509,ACROSS
⣨⡼⣲⢢⣌,Braille word #5510,DOWN
⣮⠼⢁⣼⠤,Braille word #5511,ACROSS
⡯⢝⢶⢀⢯,Braille word #5512,DOWN
⢺⣧⡎⢎⡲,Braille word #5513,ACROSS
⣍⣶⠍⡑⣛,Braille word #5514,DOWN
⢫⣖⡚⣢⡟,Braille word #5515,ACROSS
⣱⠃⣼⠗⡇,Braille word #5516,DOWN
⢸⣫⡝⢙⡫,Braille word #5517,ACROSS
⡬⢨⠈⣄⢯,Braille word #5518,DOWN
⠄⡳⡩⢂⡭,Braille word #5519,ACROSS
⡕⡤⡜⣮⣔,Braille word #5520,DOWN
⣛⣥⠦⠕⡀,Braille word #5521,ACROSS
⢖⢦⠯⡃⡢,Braille word #5522,DOWN
⢙⣿⠑⡲⢃,Braille word #5523,ACROSS
⢐⢌⢘⠚⢑,Braille word #5524,DOWN
⠇⣕⡛⢿⠨,Braille word #5525,ACROSS
⢠⢴⠠⠈⠱,Braille word #5526,DOWN
⢒⡜⠱⢁⡒,Braille word #5527,ACROSS
⡛⢈⢌⢎⣠,Braille word #5528,DOWN
⠁⣕⡆⢙⢤,Braille word #5529,ACROSS
⣙⡅⣦⣻⠲,Braille word #5530,DOWN
⢥⢱⣒⣎⠱,Braille word #5531,ACROSS
⢃⣠⠹⠘⣂,Braille word #5532,DOWN
⡤⣤⠺⠎⠁,Braille word #5533,ACROSS
⡧⠜⡗⡬⣛,Braille word #5534,DOWN
⠁⠯⠿⢨⢘,Braille word #5535,ACROSS
⠯⠁⣇⢶⠺,Braille word #5536,DOWN
⢯⠶⡼⣱⡗,Braille word #5537,ACROSS
⢄⡛⣄⡎⠄,Braille word #5538,DOWN
⢀⠵⡈⡜⡴,Braille word #5539,ACROSS
⡈⠋⣵⡰⢅,Braille word #5540,DOWN
⢩⢘⡘⡚⣖,Braille word #5541,ACROSS
⣴⡆⠊⢂⢓,Braille word #5542,DOWN
⠶⡨⠵⢊⠮,Braille word #5543,ACROSS
⢊⣔⢡⠵⣉,Braille word #5544,DOWN
⡁⡢⢱⠛⢫,Braille word #5545,ACROSS
⡀⠷⢈⠰⠆,Braille word #5546,DOWN
⠝⡶⣙⢍⠓,Braille word #5547,ACROSS
⢳⢥⠵⣘⣆,Braille word #5548,DOWN
⡶⢓⣭⡩⠀,Braille word #5549,ACROSS
⢁⢎⢶⢺⡞,Braille word #5550,DOWN
⡫⡻⡤⣷⢞,Braille word #5551,ACROSS
⣲⣻⠰⣨⢏,Braille word #5552,DOWN
⢟⡄⠐⠹⢖,Braille word #5553,ACROSS
⢉⢟⠃⢇⡁,Braille word #5554,DOWN
⣷⣈⡩⣻⠽,Braille word #5555,ACROSS
⢔⣦⠻⣨⠎,Braille word #5556,DOWN
⠈⣜⣼⣲⢝,Braille word #5557,ACROSS
⣪⢳⠡⢌⡳,Braille word #5558,DOWN
⠋⡴⢩⣱⡆,Braille word #5559,ACROSS
⢗⣨⠏⢀⢌,Braille word #5560,DOWN
⢚⠋⢷⣌⢗,Braille word #5561,ACROSS
⣭⠱⡦⠱⣻,Braille word #5562,DOWN
⢿⣢⠓⢰⣞,Braille word #5563,ACROSS
⢍⡝⡾⢽⣄,Braille word #5564,DOWN
⣷⢩⢚⣿⠁,Braille word #5565,ACROSS
⠞⠖⠏⡛⠮,Braille word #5566,DOWN
⢧⣌⣛⢮⡎,Braille word #5567,ACROSS
⡆⣜⡵⢧⣟,Braille word #5568,DOWN
⢞⣀⣾⣷⣾,Braille word #5569,ACROSS
⢱⣟⡡⢺⣑,Braille word #5570,DOWN
⢹⢙⢏⠨⠢,Braille word #5571,ACROSS
⡎⠥⢦⡈⡯,Braille word #5572,DOWN
⣷⣐⠛⡬⠻,Braille word #5573,ACROSS
⠲⣞⣻⡚⣂,Braille word #5574,DOWN
⣄⠔⢾⡹⠲,Braille word #5575,ACROSS
⡂⣥⢖⢖⠿,Braille word #5576,DOWN
⠑⣰⢈⣍⡰,Braille word #5577,ACROSS
⡿⢴⣾⣥⣢,Braille word #5578,DOWN
⡼⠒⢼⢡⠲,Braille word #5579,ACROSS
⣑⠒⢇⢣⠜,Braille word #5580,DOWN
⡌⡭⠭⠀⣎,Braille word #5581,ACROSS
⡤⢑⣖⠢⣅,Braille word #5582,DOWN
⢏⠉⠡⠈⠖,Braille word #5583,ACROSS
⢞⠸⠋⠃⢼,Braille word #5584,DOWN
⢊⢌⠚⣜⠗,Braille word #5585,ACROSS
⡦⠯⡃⢕⢢,Braille word #5586,DOWN
⣒⠼⠦⡚⢔,Braille word #5587,ACROSS
⣨⠪⣓⣄⣠,Braille word #5588,DOWN
⣊⠿⡌⡓⢭,Braille word #5589,ACROSS
⢜⠱⡙⢒⣁,Braille word #5590,DOWN
⢳⢋⣧⣥⠚,Braille word #5591,ACROSS
⣧⣅⢻⡧⠓,Braille word #5592,DOWN
⡻⠴⡊⢟⡊,Braille word #5593,ACROSS
⠎⢼⠎⠙⢴,Braille word #5594,DOWN
⢤⡪⡶⣿⣘,Braille word #5595,ACROSS
⠫⡉⣂⠨⣱,Braille word #5596,DOWN
⣹⣦⠷⢣⢶,Braille word #5597,ACROSS
⣝⠐⡖⢲⣰,Braille word #5598,DOWN
⢇⡜⢱⢭⣬,Braille word #5599,ACROSS
⡷⡀⠅⢃⣙,Braille word #5600,DOWN
⠽⠬⡏⢬⢝,Braille word #5601,ACROSS
⢓⠆⡝⣆⣘,Braille word #5602,DOWN
⡀⡰⡻⣑⢮,Braille word #5603,ACROSS
⢻⣈⡇⣿⠬,Braille word #5604,DOWN
⢓⡺⠘⠅⢑,Braille word #5605,ACROSS
⡈⣩⡀⠟⠙,Braille word #5606,DOWN
⡯⡍⡲⢘⢯,Braille word #5607,ACROSS
⢿⡵⣯⣶⣅,Braille word #5608,DOWN
⢁⡹⣘⡀⢡,Braille word #5609,ACROSS
⢱⣱⡘⣣⡶,Braille word #5610,DOWN
⡧⡴⠚⡃⠔,Braille word #5611,ACROSS
⡍⣖⢸⢿⢐,Braille word #5612,DOWN
⡹⠠⡷⡤⡟,Braille word #5613,ACROSS
⢜⠫⢯⢤⢍,Braille word #5614,DOWN
⣇⡴⢠⡊⡮,Braille word #5615,ACROSS
⠃⡪⠋⣖⡜,Braille word #5616,DOWN
⣃⢈⡴⢝⠩,Braille word #5617,ACROSS
⡈⡋⠧⣞⢁,Braille word #5618,DOWN
⠰⣐⠠⡨⣿,Braille word #5619,ACROSS
⣢⢼⡾⡖⢵,Braille word #5620,DOWN
⡥⢱⠇⠢⡳,Braille word #5621,ACROSS
⣅⢿⡋⢒⠈,Braille word #5622,DOWN
⠻⣁⡨⣔⠏,Braille word #5623,ACROSS
⠄⡨⠦⣘⠬,Braille word #5624,DOWN
⡰⡛⢈⢵⠪,Braille word #5625,ACROSS
⠡⢞⢈⠹⠠,Braille word #5626,DOWN
⢚⡧⡭⡫⡫,Braille word #5627,ACROSS
⡔⣽⢢⡔⢫,Braille word #5628,DOWN
⢃⠬⡐⣓⣏,Braille word #5629,ACROSS
⣒⠀⡶⢯⢼,Braille word #5630,DOWN
⢛⣱⣝⠣⣓,Braille word #5631,ACROSS
⡧⢉⡰⠡⢸,Braille word #5632,DOWN
⣲⢩⠄⠚⠇,Braille word #5633,ACROSS
⡤⢾⠮⢣⠓,Braille word #5634,DOWN
⣴⣯⣯⡉⠩,Braille word #5635,ACROSS
⠠⣰⣻⣎⣃,Braille word #5636,DOWN
⠃⠔⡡⡳⣘,Braille word #5637,ACROSS
⢵⠏⠓⣪⣥,Braille word #5638,DOWN
⢫⢊⡅⢖⣦,Braille word #5639,ACROSS
⣕⡴⣉⣨⢶,Braille word #5640,DOWN
⣟⢘⣴⢌⡐,Braille word #5641,ACROSS
⣊⠢⠀⡰⡕,Braille word #5642,DOWN
⠒⢳⢧⣱⡟,Braille word #5643,ACROSS
⡽⢚⢭⢰⣇,Braille word #5644,DOWN
⣎⣨⢛⠱⣭,Braille word #5645,ACROSS
⠐⡊⡛⣘⣡,Braille word #5646,DOWN
⡞⠢⡏⣪⠉,Braille word #5647,ACROSS
⠈⠰⠲⢇⡘,Braille word #5648,DOWN
⢊⡬⠻⠳⡶,Braille word #5649,ACROSS
⠰⠗⣸⡶⣂,Braille word #5650,DOWN
⢘⡆⢛⢓⢏,Braille word #5651,ACROSS
⣮⣙⠏⣲⢪,Braille word #5652,DOWN
⢕⣺⠺⣨⣆,Braille word #5653,ACROSS
⡆⣓⠹⠲⠿,Braille word #5654,DOWN
⡢⠻⣢⣻⠸,Braille word #5655,ACROSS
⢹⡐⡂⣌⡷,Braille word #5656,DOWN
⢆⣼⠡⠞⠿,Braille word #5657,ACROSS
⡥⢣⢚⠅⣤,Braille word #5658,DOWN
⣓⠃⠋⢿⡴,Braille word #5659,ACROSS
⣑⡄⠔⠌⠕,Braille word #5660,DOWN
⣭⠱⠟⣟⡃,Braille word #5661,ACROSS
⡐⢱⢵⠃⡌,Braille word #5662,DOWN
⠨⣆⠛⢰⠺,Braille word #5663,ACROSS
⣻⣢⣥⢉⡳,Braille word #5664,DOWN
⢷⣨⠷⣤⢐,Braille word #5665,ACROSS
⡨⡋⡺⡧⣴,Braille word #5666,DOWN
⡤⠙⡓⠀⢏,Braille word #5667,ACROSS
⠝⠐⠆⣒⡈,Braille word #5668,DOWN
⢩⡕⣥⣳⣫,Braille word #5669,ACROSS
⡕⣉⡌⡚⠪,Braille word #5670,DOWN
⡑⠫⠣⡿⠔,Braille word #5671,ACROSS
⢇⢊⢠⣺⣫,Braille word #5672,DOWN
⣞⣳⠝⣳⣒,Braille word #5673,ACROSS
⡷⠧⢘⣒⢘,Braille word #5674,DOWN
⡱⠎⢂⣻⠵,Braille word #5675,ACROSS
⡲⠟⡸⢒⢠,Braille word #5676,DOWN
⢧⣢⢄⡚⣃,Braille word #5677,ACROSS
⠒⠝⠧⡨⡽,Braille word #5678,DOWN
⢴⡫⡂⠏⡦,Braille word #5679,ACROSS
⡨⠘⢪⣊⡔,Braille word #5680,DOWN
⠺⣩⣆⠒⢳,Braille word #5681,ACROSS
⠖⣿⢤⠏⠉,Braille word #5682,DOWN
⡥⢆⣓⡪⡤,Braille word #5683,ACROSS
⣐⠔⠴⣦⠓,Braille word #5684,DOWN
⢦⣾⡻⠙⢪,Braille word #5685,ACROSS
⠶⢑⢷⢫⡫,Braille word #5686,DOWN
⣟⢧⣅⠵⡢,Braille word #5687,ACROSS
⠷⢜⠌⣧⢪,Braille word #5688,DOWN
⡮⣑⢄⣕⡦,Braille word #5689,ACROSS
⠓⣃⢝⡈⡅,Braille word #5690,DOWN
⢆⣗⠲⢷⣱,Braille word #5691,ACROSS
⣬⠟⢝⢝⡊,Braille word #5692,DOWN
⡙⡝⢟⠴⣨,Braille word #5693,ACROSS
⡁⣪⢌⡬⡛,Braille word #5694,DOWN
⠠⡢⠨⣳⠼,Braille word #5695,ACROSS
⠗⢽⠀⠛⣋,Braille word #5696,DOWN
⣆⠚⣆⢛⣅,Braille word #5697,ACROSS
⣘⠀⢰⣿⠁,Braille word #5698,DOWN
⡽⣕⡙⣊⡉,Braille word #5699,ACROSS
⣉⢙⢏⣵⢸,Braille word #5700,DOWN
⣉⡞⠙⡨⡰,Braille word #5701,ACROSS
⠑⣟⡉⢃⣯,Braille word #5702,DOWN
⣜⣀⣅⣵⡔,Braille word #5703,ACROSS
⡁⣤⣫⠊⡭,Braille word #5704,DOWN
⢊⠤⠑⡄⣣,Braille word #5705,ACROSS
⡼⡾⣄⡍⣹,Braille word #5706,DOWN
⠘⠃⡃⣉⣢,Braille word #5707,ACROSS
⠪⢆⡕⢙⡔,Braille word #5708,DOWN
⢤⡦⢭⣸⠿,Braille word #5709,ACROSS
⡍⣽⡛⡰⣀,Braille word #5710,DOWN
⡼⢴⡡⠯⠭,Braille word #5711,ACROSS
⡭⢁⡴⢭⠪,Braille word #5712,DOWN
⣵⡵⢛⠮⠩,Braille word #5713,ACROSS
⢤⢕⢪⠉⣫,Braille word #5714,DOWN
⠿⢈⡻⠱⣄,Braille word #5715,ACROSS
⠋⡎⢆⡗⣿,Braille word #5716,DOWN
⡥⢋⢹⢋⡈,Braille word #5717,ACROSS
⣙⣔⣞⢂⢹,Braille word #5718,DOWN
⠇⠄⣷⢩⡷,Braille word #5719,ACROSS
⣐⢟⡂⠌⣷,Braille word #5720,DOWN
⠞⢿⣩⡒⢂,Braille word #5721,ACROSS
⠅⣓⠞⡳⣑,Braille word #5722,DOWN
⠒⡏⢶⢓⠖,Braille word #5723,ACROSS
⢝⣻⡶⡪⣵,Braille word #5724,DOWN
⡿⣶⢵⡏⣺,Braille word #5725,ACROSS
⡚⣦⢛⢡⢧,Braille word #5726,DOWN
⡌⠽⢾⢚⢞,Braille word #5727,ACROSS
⣰⣝⣒⣠⠺,Braille word #5728,DOWN
⣅⢛⣢⢂⡆,Braille word #5729,ACROSS
⢰⣝⠛⡵⣷,Braille word #5730,DOWN
⠸⢘⠊⣲⢮,Braille word #5731,ACROSS
⢜⣸⢇⡫⠹,Braille word #5732,DOWN
⢑⣵⢆⡥⣄,Braille word #5733,ACROSS
⣃⢡⠝⣇⠹,Braille word #5734,DOWN
⠚⠑⠘⣷⢴,Braille word #5735,ACROSS
⠆⠗⢐⠹⡴,Braille word #5736,DOWN
⡴⢖⢂⡦⢤,Braille word #5737,ACROSS
⡉⠠⢴⡜⢯,Braille word #5738,DOWN
⣻⡅⣿⡼⢯,Braille word #5739,ACROSS
⢍⣮⣤⢷⡈,Braille word #5740,DOWN
⣾⡙⠺⠶⡞,Braille word #5741,ACROSS
⠎⠇⡴⠫⡵,Braille word #5742,DOWN
⣰⠡⠔⡩⡸,Braille word #5743,ACROSS
⣺⢇⢤⠧⢗,Braille word #5744,DOWN
⢚⠜⣌⣣⣓,Braille word #5745,ACROSS
⡾⡄⢌⢶⣾,Braille word #5746,DOWN
⢳⡌⣌⡖⢡,Braille word #5747,ACROSS
⡱⣴⢫⢔⠋,Braille word #5748,DOWN
⣫⣰⣬⣾⡆,Braille word #5749,ACROSS
⣝⠦⠱⡎⠗,Braille word #5750,DOWN
⡺⣱⠬⠆⣽,Braille word #5751,ACROSS
⡌⡫⡦⣙⠱,Braille word #5752,DOWN
⠱⠏⢫⠠⢠,Braille word #5753,ACROSS
⠘⠲⢜⣃⡍,Braille word #5754,DOWN
⣑⣻⣣⢗⠒,Braille word #5755,ACROSS
⣔⠾⡨⠈⠗,Braille word #5756,DOWN
⠟⣔⠤⢅⠈,Braille word #5757,ACROSS
⡤⢄⣾⠛⡮,Braille word #5758,DOWN
⡪⠑⣽⠢⠐,Braille word #5759,ACROSS
⠚⢶⠼⣐⣙,Braille word #5760,DOWN
⠝⣍⣉⣋⡞,Braille word #5761,ACROSS
⣌⠦⣳⢮⢚,Braille word #5762,DOWN
⣁⢏⠧⠥⠵,Braille word #5763,ACROSS
⢙⣷⣮⢸⣙,Braille word #5764,DOWN
⡙⡥⣷⠮⠂,Braille word #5765,ACROSS
⠖⣳⡎⢪⡺,Braille word #5766,DOWN
⠌⢀⡍⣡⣉,Braille word #5767,ACROSS
⣹⡦⣿⣕⠵,Braille word #5768,DOWN
⣈⠉⣗⣼⢙,Braille word #5769,ACROSS
⡟⢺⡁⠱⠀,Braille word #5770,DOWN
⡙⠎⠻⣰⠼,Braille word #5771,ACROSS
⣼⢻⢳⠳⠖,Braille word #5772,DOWN
⠭⠘⣩⠀⣞,Braille word #5773,ACROSS
⢢⡵⣀⠹⢞,Braille word #5774,DOWN
⢲⢥⣆⡞⢜,Braille word #5775,ACROSS
⡁⣄⢋⣠⢟,Braille word #5776,DOWN
⢿⡈⣀⠢⠛,Braille word #5777,ACROSS
⢹⡮⢈⡡⢮,Braille word #5778,DOWN
⠪⡎⢼⠽⢿,Braille word #5779,ACROSS
⣘⠝⣽⡄⠵,Braille word #5780,DOWN
⡔⢀⣜⡩⠔,Braille word #5781,ACROSS
⡠⠇⠃⡇⡓,Braille word #5782,DOWN
⡩⣿⣤⠰⡵,Braille word #5783,ACROSS
⢄⣒⠔⣓⡥,Braille word #5784,DOWN
⠶⠖⢱⡚⠘,Braille word #5785,ACROSS
⡧⣡⣕⣹⡇,Braille word #5786,DOWN
⢔⣀⢥⣧⠽,Braille word #5787,ACROSS
⢰⠠⠑⠨⢈,Braille word #5788,DOWN
⣡⠴⡜⣟⣫,Braille word #5789,ACROSS
⢫⠃⠹⠦⠆,Braille word #5790,DOWN
⢒⣉⣏⢃⡖,Braille word #5791,ACROSS
⣎⡗⠱⣙⡔,Braille word #5792,DOWN
⣦⢞⢈⠏⢡,Braille word #5793,ACROSS
⡦⢾⠪⡝⡯,Braille word #5794,DOWN
⣭⣜⣒⠫⣫,Braille word #5795,ACROSS
⠉⣼⡮⣐⣍,Braille word #5796,DOWN
⣧⠪⣿⠧⠒,Braille word #5797,ACROSS
⢷⢢⡊⡏⣺,Braille word #5798,DOWN
⡔⢵⠿⣧⡝,Braille word #5799,ACROSS
⣀⡆⣮⢫⠪,Braille word #5800,DOWN
⢸⣙⢿⠯⣖,Braille word #5801,ACROSS
⠟⠗⣠⠗⣺,Braille word #5802,DOWN
⡳⢶⣪⢉⠜,Braille word #5803,ACROSS
⠪⡒⡎⠓⠻,Braille word #5804,DOWN
⡀⠟⠇⠻⠊,Braille word #5805,ACROSS
⠞⣾⠺⢼⣮,Braille word #5806,DOWN
⡉⡯⢷⣳⠈,Braille word #5807,ACROSS
⣫⢤⡞⠮⢎,Braille word #5808,DOWN
⣥⢭⡝⣒⠯,Braille word #5809,ACROSS
⡯⡛⣀⣕⣮,Braille word #5810,DOWN
⣻⢳⠫⣁⠛,Braille word #5811,ACROSS
⡱⡗⡕⡃⡛,Braille word #5812,DOWN
⢓⢎⢘⠋⢁,Braille word #5813,ACROSS
⠺⡪⢴⣆⢂,Braille word #5814,DOWN
⠫⠿⡄⠜⢷,Braille word #5815,ACROSS
⡧⠡⢵⡓⠩,Braille word #5816,DOWN
⠆⣃⡯⠴⢴,Braille word #5817,ACROSS
⣇⢙⡼⢘⣗,Braille word #5818,DOWN
⢀⣽⡝⠖⢎,Braille word #5819,ACROSS
⢻⢴⠒⠚⠾,Braille word #5820,DOWN
⠗⣶⠘⢍⢱,Braille word #5821,ACROSS
⢸⡘⡓⠐⡥,Braille word #5822,DOWN
⢿⠝⣉⠏⡓,Braille word #5823,ACROSS
⣚⠲⢌⠲⣅,Braille word #5824,DOWN
⣷⡎⣲⣳⢕,Braille word #5825,ACROSS
⣙⡻⣉⣢⠓,Braille word #5826,DOWN
⠐⣈⡨⠤⣩,Braille word #5827,ACROSS
⠥⠁⢟⡄⣣,Braille word #5828,DOWN
⡚⡠⣍⢣⠹,Braille word #5829,ACROSS
⣕⢴⡇⣟⣴,Braille word #5830,DOWN
⡲⡟⢳⠙⢹,Braille word #5831,ACROSS
⠃⢼⢅⡒⡒,Braille word #5832,DOWN
⣬⣕⠻⢗⢄,Braille word #5833,ACROSS
⣾⢻⣙⠤⡇,Braille word #5834,DOWN
⣧⡈⠄⢧⡯,Braille word #5835,ACROSS
⢶⡠⡹⣟⢺,Braille word #5836,DOWN
⢲⠷⡸⣙⠼,Braille word #5837,ACROSS
⠗⣔⠁⠧⣇,Braille word #5838,DOWN
⣇⢸⣆⡠⣫,Braille word #5839,ACROSS
⣕⢣⣖⡣⣚,Braille word #5840,DOWN
⡏⣺⠢⡩⢴,Braille word #5841,ACROSS
⣎⣯⣛⣅⢡,Braille word #5842,DOWN
⠕⢆⡳⡩⠻,Braille word #5843,ACROSS
⣈⢪⡝⠋⡰,Braille word #5844,DOWN
⣋⡇⣄⠛⡺,Braille word #5845,ACROSS
⡱⠷⢚⢒⣄,Braille word #5846,DOWN
⡅⢺⡊⡊⡮,Braille word #5847,ACROSS
⢬⣎⢏⠅⡼,Braille word #5848,DOWN
⡥⣫⠩⣣⣽,Braille word #5849,ACROSS
⡫⠦⡛⠯⡙,Braille word #5850,DOWN
⠆⢏⢄⣲⡑,Braille word #5851,ACROSS
⢁⠙⣢⠆⡡,Braille word #5852,DOWN
⢴⡼⣍⣒⢯,Braille word #5853,ACROSS
⣠⠾⡁⣯⣠,Braille word #5854,DOWN
⠹⢢⢌⠣⣺,Braille word #5855,ACROSS
⡜⣙⣯⣋⢃,Braille word #5856,DOWN
⠨⡇⣷⡭⡎,Braille word #5857,ACROSS
⡾⢰⠴⠆⢄,Braille word #5858,DOWN
⢓⣴⠻⠜⡿,Braille word #5859,ACROSS
⡟⡾⣻⣰⢽,Braille word #5860,DOWN
⢢⣅⢂⣬⠾,Braille word #5861,ACROSS
⣫⠅⠼⡨⢗,Braille word #5862,DOWN
⣌⡏⠼⠽⢕,Braille word #5863,ACROSS
⠬⠉⡾⣧⢎,Braille word #5864,DOWN
⠯⠩⢕⢐⢱,Braille word #5865,ACROSS
⢌⢓⠏⢼⣀,Braille word #5866,DOWN
⢴⣙⢧⡍⣧,Braille word #5867,ACROSS
⠙⡆⠢⢃⡑,Braille word #5868,DOWN
⡉⢟⡁⠒⡊,Braille word #5869,ACROSS
⣏⡸⡵⣢⡴,Braille word #5870,DOWN
⠌⣇⡻⢑⠴,Braille word #5871,ACROSS
⠕⢤⠧⠊⣈,Braille word #5872,DOWN
⢟⠨⡓⣛⠰,Braille word #5873,ACROSS
⡳⡊⠪⡨⡬,Braille word #5874,DOWN
⣌⣩⠣⢍⢎,Braille word #5875,ACROSS
⡭⡃⢍⠾⢡,Braille word #5876,DOWN
⡚⠾⠃⣁⡀,Braille word #5877,ACROSS
⡝⣛⣊⢣⡏,Braille word #5878,DOWN
⡮⢘⡙⢶⣎,Braille word #5879,ACROSS
⠄⢓⣞⡿⢪,Braille word #5880,DOWN
⢡⣍⣶⢱⣺,Braille word #5881,ACROSS
⣟⣺⣠⡄⠒,Braille word #5882,DOWN
⠁⠊⢂⢘⡹,Braille word #5883,ACROSS
⣒⣡⠴⡊⡗,Braille word #5884,DOWN
⣵⢽⠃⡟⠚,Braille word #5885,ACROSS
⣢⠊⠑⣭⠣,Braille word #5886,DOWN
⣕⣩⡡⡇⣡,Braille word #5887,ACROSS
⡳⠑⣮⡎⣪,Braille word #5888,DOWN
⠎⢢⡥⢅⣻,Braille word #5889,ACROSS
⢝⢢⣵⣶⣭,Braille word #5890,DOWN
⠸⢲⢘⣾⠺,Braille word #5891,ACROSS
⡍⢑⣟⣑⡮,Braille word #5892,DOWN
⢊⠸⣏⠞⡆,Braille word #5893,ACROSS
⣑⣺⢷⢷⣔,Braille word #5894,DOWN
⢌⢑⠏⡃⣌,Braille word #5895,ACROSS
⣧⢠⣏⡽⡘,Braille word #5896,DOWN
⢁⠦⢶⡃⢲,Braille word #5897,ACROSS
⣆⠽⢖⠛⢏,Braille word #5898,DOWN
⠪⠅⣍⡆⢊,Braille word #5899,ACROSS
⢑⢖⡾⡋⢀,Braille word #5900,DOWN
⢅⣿⣺⠜⢕,Braille word #5901,ACROSS
⢚⢑⠆⠌⠼,Braille word #5902,DOWN
⢲⠖⢓⢥⠎,Braille word #5903,ACROSS
⡤⣪⣬⠁⢎,Braille word #5904,DOWN
⡜⣗⣣⡂⣴,Braille word #5905,ACROSS
⡢⣥⠛⡩⠅,Braille word #5906,DOWN
⣟⢒⣬⡦⡆,Braille word #5907,ACROSS
⡐⢗⢙⣛⡐,Braille word #5908,DOWN
⣻⢻⠊⢓⠈,Braille word #5909,ACROSS
⡏⣼⡯⣼⢥,Braille word #5910,DOWN
⣟⢅⣗⡻⢭,Braille word #5911,ACROSS
⣮⡋⣧⡹⢔,Braille word #5912,DOWN
⣤⢜⢍⢤⠖,Braille word #5913,ACROSS
⣪⡗⢷⠇⢂,Braille word #5914,DOWN
⢟⠮⢒⢋⣁,Braille word #5915,ACROSS
⣠⡯⢑⠡⢞,Braille word #5916,DOWN
⠂⡽⢦⢽⡽,Braille word #5917,ACROSS
⡩⠡⢘⢍⠻,Braille word #5918,DOWN
⢧⠗⢂⡋⢹,Braille word #5919,ACROSS
⣇⡊⡾⢆⢣,Braille word #5920,DOWN
⡜⣔⡁⢓⠾,Braille word #5921,ACROSS
⢾⢣⠻⢎⠛,Braille word #5922,DOWN
